index,user_id,pos_item_id,list_reference_item,item_id,impressions
1291,669,20,"[576, 186, 128, 80, 188]",105,"[24, 0, 472, 0, 0, 318, 0, 716, 195, 0, 0, 386, 0, 0, 191, 149, 0, 322, 0, 99, 105, 0, 251, 0, 0]"
1292,1520,0,"[43, 0, 0, 0, 0]",128,"[128, 18, 55, 254, 374, 36, 530, 32, 66, 53, 379, 121, 465, 43, 57, 501, 23, 46, 59, 19, 41, 385, 91, 753, 62]"
1293,1646,14,"[0, 0, 0, 0, 0]",508,"[320, 564, 435, 502, 102, 121, 380, 385, 450, 27, 215, 379, 321, 483, 508, 530, 513, 473, 179, 110, 126, 286, 278, 474, 389]"
1294,1520,0,"[43, 128, 0, 0, 0]",128,"[128, 18, 55, 254, 374, 36, 530, 32, 66, 53, 379, 121, 465, 43, 57, 501, 23, 46, 59, 19, 41, 385, 91, 753, 62]"
1295,452,17,"[360, 309, 0, 0, 0]",554,"[402, 0, 411, 309, 0, 0, 454, 754, 0, 739, 313, 525, 115, 0, 0, 14, 453, 554, 744, 0, 0, 503, 723, 335, 0]"
1296,452,18,"[360, 309, 554, 0, 0]",744,"[402, 0, 411, 309, 0, 0, 454, 754, 0, 739, 313, 525, 115, 0, 0, 14, 453, 554, 744, 0, 0, 503, 723, 335, 0]"
1297,452,17,"[360, 309, 554, 744, 0]",554,"[402, 0, 411, 309, 0, 0, 454, 754, 0, 739, 313, 525, 115, 0, 0, 14, 453, 554, 744, 0, 0, 503, 723, 335, 0]"
1298,669,0,"[576, 186, 128, 80, 188]",154,"[154, 168, 576, 121, 426, 429, 110, 456, 501, 527, 123, 128, 91, 376, 0, 493, 380, 33, 185, 465, 496, 371, 143, 523, 35]"
1300,669,0,"[576, 186, 128, 80, 188]",154,"[154, 168, 576, 121, 426, 429, 110, 456, 501, 527, 123, 128, 91, 376, 0, 493, 380, 33, 185, 465, 496, 371, 143, 523, 35]"
1301,3381,0,"[0, 0, 0, 0, 0]",44,"[44, 18, 753, 46, 36, 121, 128, 45, 41, 123, 57, 383, 30, 175, 385, 772, 380, 84, 80, 22, 29, 152, 98, 754, 135]"
1302,3346,0,"[0, 0, 0, 0, 0]",111,"[111, 45, 775, 84, 32, 36, 66, 128, 374, 379, 43, 753, 19, 57, 80, 121, 192, 23, 62, 153, 46, 773, 437, 30, 126]"
1303,3346,0,"[111, 0, 0, 0, 0]",111,"[111, 45, 775, 84, 32, 36, 66, 128, 374, 379, 43, 753, 19, 57, 80, 121, 192, 23, 62, 153, 46, 773, 437, 30, 126]"
1304,553,0,"[0, 0, 0, 0, 0]",126,"[126, 110, 753, 58, 175, 371, 456, 425, 102, 46, 676, 123, 129, 53, 424, 530, 508, 82, 26, 321, 576, 297, 0, 252]"
1305,2141,1,"[501, 0, 0, 0, 0]",501,"[44, 501, 66, 379, 39, 108, 376, 380, 102, 123, 523, 17, 36, 775, 456, 502, 773, 31, 524, 753, 371, 377, 18, 46, 45]"
1306,2141,3,"[501, 501, 0, 0, 0]",379,"[44, 501, 66, 379, 39, 108, 376, 380, 102, 123, 523, 17, 36, 775, 456, 502, 773, 31, 524, 753, 371, 377, 18, 46, 45]"
1307,2859,5,"[0, 0, 0, 0, 0]",43,"[18, 377, 494, 753, 279, 43, 143, 523, 33, 46, 137, 88, 36, 576, 497, 429, 517, 98, 126, 59, 254, 493, 448, 77, 501]"
1308,640,4,"[0, 0, 0, 0, 0]",376,"[121, 429, 380, 39, 376, 379, 456, 465, 66, 493, 143, 35, 527, 254, 110, 120, 222, 371, 576, 40, 75, 108, 245, 90, 185]"
1309,118,9,"[0, 0, 0, 0, 0]",129,"[385, 371, 753, 456, 58, 425, 676, 123, 46, 129, 376, 53, 175, 424, 530, 729, 508, 57, 82, 110, 0, 252, 502, 26, 43]"
1310,1848,0,"[0, 0, 0, 0, 0]",389,"[389, 379, 121, 25, 66, 179, 385, 380, 297, 126, 530, 153, 435, 27, 108, 279, 55, 53, 248, 110, 122, 321, 152, 13, 686]"
1311,2522,13,"[0, 0, 0, 0, 0]",496,"[380, 179, 484, 75, 376, 508, 23, 32, 33, 676, 222, 233, 377, 496, 34, 753, 109, 123, 661, 304, 450, 523, 527, 17, 756]"
1312,500,3,"[0, 0, 0, 0, 0]",123,"[121, 429, 501, 123, 60, 91, 426, 23, 576, 19, 33, 254, 385, 376, 377, 456, 44, 120, 185, 289, 27, 494, 143, 35, 371]"
1313,1196,0,"[0, 0, 0, 0, 0]",31,"[31, 773, 753, 254, 494, 18, 39, 19, 27, 55, 66, 121, 289, 429, 379, 456, 501, 17, 385, 245, 35, 25, 123, 426, 135]"
1318,3456,2,"[128, 0, 0, 0, 0]",450,"[120, 527, 450, 376, 35, 523, 576, 185, 110, 377, 222, 496, 756, 371, 661, 91, 143, 301, 473, 43, 89, 306, 30, 513, 493]"
1320,3456,2,"[128, 450, 0, 0, 0]",450,"[120, 527, 450, 376, 35, 523, 576, 185, 110, 377, 222, 496, 756, 371, 661, 91, 143, 301, 473, 43, 89, 306, 30, 513, 493]"
1321,2522,0,"[496, 496, 0, 0, 0]",496,"[496, 17, 75, 31, 428, 384, 517, 16, 775, 88, 45, 23, 222, 377, 254, 14, 185, 77, 736, 91, 62, 245, 59, 65, 0]"
1322,3275,12,"[0, 0, 0, 0, 0]",32,"[426, 429, 25, 108, 60, 433, 501, 33, 298, 289, 248, 459, 32, 91, 13, 59, 245, 421, 494, 425, 51, 153, 31, 29, 22]"
1323,3180,0,"[179, 179, 294, 0, 0]",502,"[502, 435, 564, 215, 320, 0, 423, 242, 104, 0, 276, 193, 321, 0, 513, 551, 483, 286, 0, 0, 0, 497, 119, 304, 255]"
1325,3275,13,"[32, 0, 0, 0, 0]",91,"[426, 429, 25, 108, 60, 433, 501, 33, 298, 289, 248, 459, 32, 91, 13, 59, 245, 421, 494, 425, 51, 153, 31, 29, 22]"
1326,767,0,"[0, 0, 0, 0, 0]",578,"[578, 66, 32, 25, 19, 18, 36, 88, 773, 153, 42, 64, 55, 31, 108, 53, 43, 753, 41, 91, 34, 46, 772, 57, 128]"
1327,2508,0,"[0, 0, 0, 0, 0]",43,"[43, 254, 91, 22, 245, 576, 754, 46, 773, 25, 39, 60, 66, 121, 123, 429, 380, 493, 501, 377, 288, 456, 35, 385, 120]"
1328,2876,0,"[0, 0, 0, 0, 0]",215,"[215, 502, 564, 320, 121, 102, 380, 379, 110, 297, 508, 321, 20, 179, 530, 126, 286, 448, 577, 255, 0, 423, 450, 122, 556]"
1329,3177,0,"[0, 0, 0, 0, 0]",40,"[40, 139, 177, 661, 120, 128, 208, 524, 510, 371, 509, 123, 195, 89, 189, 206, 456, 222, 98, 43, 29, 425, 729, 26, 31]"
1330,3177,1,"[40, 0, 0, 0, 0]",139,"[40, 139, 177, 661, 120, 128, 208, 524, 510, 371, 509, 123, 195, 89, 189, 206, 456, 222, 98, 43, 29, 425, 729, 26, 31]"
1331,3177,2,"[40, 139, 0, 0, 0]",177,"[40, 139, 177, 661, 120, 128, 208, 524, 510, 371, 509, 123, 195, 89, 189, 206, 456, 222, 98, 43, 29, 425, 729, 26, 31]"
1332,3177,3,"[40, 139, 177, 0, 0]",661,"[40, 139, 177, 661, 120, 128, 208, 524, 510, 371, 509, 123, 195, 89, 189, 206, 456, 222, 98, 43, 29, 425, 729, 26, 31]"
1333,3051,8,"[0, 0, 0, 0, 0]",464,"[33, 22, 306, 32, 389, 279, 128, 307, 464, 30, 297, 278, 433, 427, 70, 447, 290, 246, 303, 479, 28, 289, 84, 0, 174]"
1334,2338,0,"[0, 0, 0, 0, 0]",72,"[72, 98, 754, 91, 493, 43, 23, 55, 66, 121, 289, 429, 254, 501, 525, 60, 25, 426, 379, 385, 377, 405, 18, 576, 380]"
1335,459,0,"[0, 0, 0, 0, 0]",467,"[467, 58, 137, 186, 35, 527, 89, 62, 112, 189, 0, 215, 590, 708, 713, 0, 736, 525, 149, 14, 255, 281, 99, 0, 226]"
1336,3177,1,"[40, 139, 177, 661, 0]",56,"[40, 56, 701, 0, 560, 139, 0, 290, 391, 80, 157, 196, 216, 0, 168, 97, 0, 154, 159, 177, 180, 181, 234, 124, 661]"
1337,3177,2,"[40, 139, 177, 661, 56]",701,"[40, 56, 701, 0, 560, 139, 0, 290, 391, 80, 157, 196, 216, 0, 168, 97, 0, 154, 159, 177, 180, 181, 234, 124, 661]"
1339,2338,0,"[72, 0, 0, 0, 0]",72,"[72, 98, 754, 91, 493, 43, 23, 55, 66, 121, 289, 429, 254, 501, 525, 60, 25, 426, 379, 385, 377, 405, 18, 576, 380]"
1341,2890,0,"[0, 0, 0, 0, 0]",117,"[117, 564, 448, 215, 435, 450, 502, 513, 20, 286, 119, 304, 483, 497, 321, 255, 0, 320, 291, 242, 600, 104, 311, 0, 193]"
1342,386,7,"[0, 0, 0, 0, 0]",245,"[729, 369, 764, 747, 292, 26, 554, 245, 156, 654, 247, 0, 617, 0, 538, 329, 632, 398, 0, 0, 416, 360, 0, 0, 81]"
1343,277,6,"[0, 0, 0, 0, 0]",137,"[15, 729, 493, 175, 405, 745, 137, 266, 186, 758, 181, 367, 99, 143, 196, 203, 0, 288, 0, 285, 362, 525, 510, 63, 80]"
1344,3177,4,"[40, 139, 177, 661, 56]",560,"[40, 56, 701, 0, 560, 139, 0, 290, 391, 80, 157, 196, 216, 0, 168, 97, 0, 154, 159, 177, 180, 181, 234, 124, 661]"
1345,2146,0,"[0, 0, 0, 0, 0]",435,"[435, 502, 564, 246, 215, 423, 320, 242, 396, 104, 0, 276, 0, 193, 148, 666, 551, 337, 321, 513, 0, 0, 442, 286, 483]"
1346,688,0,"[18, 0, 0, 0, 0]",18,"[18, 128, 91, 753, 773, 88, 121, 379, 123, 36, 84, 254, 465, 62, 192, 42, 57, 77, 41, 46, 75, 676, 179, 371, 772]"
1347,277,6,"[137, 0, 0, 0, 0]",137,"[15, 729, 493, 175, 405, 745, 137, 266, 186, 758, 181, 367, 99, 143, 196, 203, 0, 288, 0, 285, 362, 525, 510, 63, 80]"
1349,12,7,"[0, 0, 0, 0, 0]",467,"[121, 380, 508, 27, 434, 379, 447, 467, 389, 0, 420, 479, 385, 771, 0, 0, 294, 258, 279, 197, 297, 174, 119, 362, 497]"
1350,386,17,"[245, 0, 0, 0, 0]",398,"[729, 369, 764, 747, 292, 26, 554, 245, 156, 654, 247, 0, 617, 0, 538, 329, 632, 398, 0, 0, 416, 360, 0, 0, 81]"
1351,2734,0,"[0, 0, 0, 0, 0]",62,"[62, 254, 19, 121, 18, 245, 22, 23, 55, 66, 289, 426, 429, 576, 775, 89, 25, 60, 123, 501, 44, 33, 376, 456, 379]"
1352,716,18,"[0, 0, 0, 0, 0]",193,"[260, 0, 287, 596, 0, 210, 282, 275, 0, 0, 0, 0, 728, 0, 390, 105, 196, 0, 193, 212, 181, 209, 360, 625, 0]"
1353,277,8,"[137, 137, 0, 0, 0]",186,"[15, 729, 493, 175, 405, 745, 137, 266, 186, 758, 181, 367, 99, 143, 196, 203, 0, 288, 0, 285, 362, 525, 510, 63, 80]"
1356,277,17,"[137, 137, 186, 0, 0]",288,"[15, 729, 493, 175, 405, 745, 137, 266, 186, 758, 181, 367, 99, 143, 196, 203, 0, 288, 0, 285, 362, 525, 510, 63, 80]"
1358,3301,0,"[0, 0, 0, 0, 0]",289,"[289, 501, 121, 55, 39, 429, 25, 254, 66, 23, 60, 91, 493, 426, 385, 379, 377, 18, 576, 380, 123, 456, 120, 33, 222]"
1359,459,0,"[467, 0, 0, 0, 0]",467,"[467, 58, 137, 186, 35, 527, 89, 62, 112, 189, 0, 215, 590, 708, 713, 0, 736, 525, 149, 14, 255, 281, 99, 0, 226]"
1362,12,17,"[467, 0, 0, 0, 0]",258,"[121, 380, 508, 27, 434, 379, 447, 467, 389, 0, 420, 479, 385, 771, 0, 0, 294, 258, 279, 197, 297, 174, 119, 362, 497]"
1363,1020,2,"[0, 0, 0, 0, 0]",56,"[118, 493, 56, 168, 728, 128, 25, 121, 123, 426, 429, 501, 527, 44, 23, 576, 376, 456, 380, 120, 289, 143, 36, 35, 60]"
1364,1009,7,"[0, 0, 0, 0, 0]",245,"[501, 753, 254, 185, 91, 44, 773, 245, 47, 31, 18, 525, 425, 23, 29, 583, 496, 22, 428, 43, 517, 775, 59, 45, 109]"
1369,538,0,"[0, 0, 0, 0, 0]",290,"[290, 576, 756, 120, 465, 143, 371, 80, 519, 23, 60, 91, 121, 123, 426, 429, 501, 19, 33, 254, 376, 456, 377, 97, 185]"
1370,538,0,"[290, 0, 0, 0, 0]",290,"[290, 576, 756, 120, 465, 143, 371, 80, 519, 23, 60, 91, 121, 123, 426, 429, 501, 19, 33, 254, 376, 456, 377, 97, 185]"
1371,538,0,"[290, 290, 0, 0, 0]",290,"[290, 576, 756, 120, 465, 143, 371, 80, 519, 23, 60, 91, 121, 123, 426, 429, 501, 19, 33, 254, 376, 456, 377, 97, 185]"
1372,197,6,"[661, 405, 405, 777, 186]",137,"[123, 576, 661, 405, 777, 186, 137, 587, 15, 128, 424, 756, 306, 560, 37, 427, 395, 714, 353, 307, 475, 175, 138, 133, 124]"
1373,277,19,"[137, 137, 186, 288, 0]",285,"[15, 729, 493, 175, 405, 745, 137, 266, 186, 758, 181, 367, 99, 143, 196, 203, 0, 288, 0, 285, 362, 525, 510, 63, 80]"
1374,197,6,"[661, 405, 405, 777, 186]",137,"[123, 576, 661, 405, 777, 186, 137, 587, 15, 128, 424, 756, 306, 560, 37, 427, 395, 714, 353, 307, 475, 175, 138, 133, 124]"
1376,12,0,"[467, 258, 0, 0, 0]",479,"[479, 0, 0, 420, 0, 421, 152, 0, 280, 0, 121, 380, 126, 102, 508, 27, 556, 686, 434, 122, 110, 192, 379, 447, 134]"
1377,1832,23,"[35, 186, 525, 525, 0]",484,"[255, 392, 342, 0, 472, 758, 655, 193, 0, 105, 639, 0, 525, 203, 596, 35, 509, 443, 212, 129, 616, 99, 204, 484, 397]"
1378,2907,1,"[0, 0, 0, 0, 0]",405,"[37, 405, 124, 186, 158, 465, 52, 123, 43, 70, 434, 20, 464, 564, 288, 286, 98, 321, 120, 496, 119, 775, 294, 85, 542]"
1379,538,0,"[290, 290, 290, 0, 0]",290,"[290, 576, 465, 756, 143, 120, 80, 519, 18, 23, 66, 121, 123, 254, 501, 60, 19, 91, 527, 97, 102, 496, 43, 433, 25]"
1380,12,5,"[467, 258, 479, 0, 0]",421,"[479, 0, 0, 420, 0, 421, 152, 0, 280, 0, 121, 380, 126, 102, 508, 27, 556, 686, 434, 122, 110, 192, 379, 447, 134]"
1381,3008,0,"[0, 0, 0, 0, 0]",123,"[123, 576, 493, 143, 405, 89, 371, 128, 18, 23, 35, 58, 377, 41, 88, 75, 62, 527, 36, 661, 777, 137, 40, 30, 112]"
1382,1432,6,"[0, 0, 0, 0, 0]",19,"[31, 773, 753, 494, 254, 39, 19, 18, 775, 44, 60, 91, 121, 429, 496, 501, 530, 123, 23, 576, 245, 379, 17, 108, 426]"
1383,3008,0,"[123, 0, 0, 0, 0]",123,"[123, 576, 493, 143, 405, 89, 371, 128, 18, 23, 35, 58, 377, 41, 88, 75, 62, 527, 36, 661, 777, 137, 40, 30, 112]"
1384,2214,3,"[0, 0, 0, 0, 0]",119,"[126, 385, 102, 119, 54, 108, 380, 121, 27, 47, 0, 379, 577, 192, 0, 134, 127, 389, 447, 29, 0, 771, 212, 598, 371]"
1386,2214,11,"[119, 0, 0, 0, 0]",379,"[126, 385, 102, 119, 54, 108, 380, 121, 27, 47, 0, 379, 577, 192, 0, 134, 127, 389, 447, 29, 0, 771, 212, 598, 371]"
1388,579,0,"[109, 109, 0, 0, 0]",109,"[109, 245, 254, 45, 55, 60, 66, 121, 289, 426, 429, 257, 456, 91, 25, 473, 43, 27, 360, 501, 90, 376, 44, 433, 110]"
1389,12,0,"[467, 258, 479, 421, 0]",35,"[35, 257, 501, 715, 0, 376, 32, 54, 254, 0, 223, 751, 399, 379, 226, 40, 517, 732, 448, 90, 380, 121, 89, 523, 75]"
1391,2214,11,"[119, 379, 0, 0, 0]",379,"[126, 385, 102, 119, 54, 108, 380, 121, 27, 47, 0, 379, 577, 192, 0, 134, 127, 389, 447, 29, 0, 771, 212, 598, 371]"
1392,2214,6,"[119, 379, 379, 0, 0]",380,"[126, 385, 102, 119, 54, 108, 380, 121, 27, 47, 0, 379, 577, 192, 0, 134, 127, 389, 447, 29, 0, 771, 212, 598, 371]"
1393,553,0,"[126, 0, 0, 0, 0]",126,"[126, 102, 110, 121, 380, 429, 389, 66, 379, 508, 474, 60, 279, 530, 497, 321, 119, 448, 20, 53, 33, 464, 433, 668, 450]"
1394,579,0,"[109, 109, 109, 0, 0]",109,"[109, 245, 254, 45, 44, 121, 426, 429, 775, 91, 43, 379, 473, 27, 90, 110, 530, 39, 380, 179, 525, 371, 88, 508, 32]"
1395,1447,0,"[0, 0, 0, 0, 0]",712,"[712, 18, 23, 33, 89, 121, 429, 465, 426, 120, 501, 123, 527, 22, 576, 456, 405, 376, 47, 27, 35, 377, 523, 44, 753]"
1396,2214,6,"[119, 379, 379, 380, 0]",380,"[126, 385, 102, 119, 54, 108, 380, 121, 27, 47, 0, 379, 577, 192, 0, 134, 127, 389, 447, 29, 0, 771, 212, 598, 371]"
1397,2457,0,"[0, 0, 0, 0, 0]",753,"[753, 254, 44, 43, 425, 46, 496, 62, 66, 775, 32, 428, 98, 55, 383, 773, 501, 26, 39, 729, 111, 57, 19, 31, 288]"
1398,1452,0,"[0, 0, 0, 0, 0]",576,"[576, 128, 123, 493, 143, 41, 57, 88, 405, 80, 23, 772, 75, 510, 70, 30, 496, 58, 85, 175, 137, 37, 371, 701, 40]"
1399,3125,22,"[0, 0, 0, 0, 0]",728,"[143, 661, 405, 123, 576, 120, 527, 112, 128, 40, 371, 524, 141, 301, 186, 15, 756, 138, 175, 89, 37, 475, 728, 124, 587]"
1400,459,3,"[467, 467, 0, 0, 0]",186,"[467, 58, 137, 186, 35, 527, 89, 62, 112, 189, 0, 215, 590, 708, 713, 0, 736, 525, 149, 14, 255, 281, 99, 0, 226]"
1401,281,9,"[0, 0, 0, 0, 0]",729,"[128, 560, 395, 133, 728, 714, 353, 26, 735, 729, 100, 726, 56, 208, 131, 701, 528, 253, 724, 168, 689, 586, 0, 758, 154]"
1402,281,10,"[729, 0, 0, 0, 0]",445,"[216, 190, 211, 157, 188, 182, 226, 180, 139, 72, 445, 387, 600, 118, 0, 369, 24, 0, 318, 386, 0, 251, 0, 105, 0]"
1403,72,5,"[0, 0, 0, 0, 0]",354,"[0, 152, 421, 399, 0, 354, 155, 341, 0, 0, 0, 264]"
1404,459,14,"[467, 467, 186, 0, 0]",713,"[467, 58, 137, 186, 35, 527, 89, 62, 112, 189, 0, 215, 590, 708, 713, 0, 736, 525, 149, 14, 255, 281, 99, 0, 226]"
1405,2772,2,"[0, 0, 0, 0, 0]",45,"[39, 16, 45, 254, 428, 487, 66, 424, 31, 0, 32, 43, 517, 47, 753, 59, 22, 77, 42, 46, 736, 525, 14, 65, 773]"
1407,281,24,"[729, 445, 0, 0, 0]",253,"[576, 587, 128, 133, 560, 37, 353, 395, 728, 714, 80, 26, 735, 100, 56, 726, 131, 467, 689, 208, 701, 724, 168, 528, 253]"
1408,2282,0,"[0, 0, 0, 0, 0]",58,"[58, 576, 493, 128, 143, 23, 55, 66, 121, 289, 429, 254, 501, 123, 405, 60, 25, 91, 465, 426, 377, 18, 380, 456, 44]"
1409,1545,16,"[0, 0, 0, 0, 0]",59,"[39, 30, 754, 64, 254, 16, 85, 42, 517, 288, 676, 44, 86, 47, 428, 736, 59, 501, 98, 425, 732, 586, 329, 525, 78]"
1410,281,13,"[729, 445, 253, 0, 0]",286,"[576, 254, 143, 91, 18, 110, 123, 527, 587, 22, 661, 502, 128, 286, 186, 777, 137, 405, 424, 493, 465, 376, 15, 525, 112]"
1411,2140,3,"[0, 0, 0, 0, 0]",19,"[254, 501, 91, 19, 39, 66, 55, 44, 753, 32, 31, 754, 517, 428, 245, 29, 23, 185, 45, 424, 47, 773, 383, 496, 43]"
1412,353,0,"[0, 0, 0, 0, 0]",33,"[33, 385, 121, 25, 380, 753, 456, 27, 508, 773, 297, 18, 55, 66, 91, 254, 501, 32, 123, 23, 576, 429, 377, 379, 426]"
1413,12,16,"[467, 258, 479, 421, 35]",286,"[455, 32, 715, 501, 54, 223, 399, 254, 379, 517, 448, 380, 121, 389, 483, 297, 286, 19, 428, 497, 113, 450, 174, 614, 303]"
1414,459,21,"[467, 467, 186, 713, 0]",281,"[467, 58, 137, 186, 35, 527, 89, 62, 112, 189, 0, 215, 590, 708, 713, 0, 736, 525, 149, 14, 255, 281, 99, 0, 226]"
1415,12,23,"[467, 258, 479, 421, 35]",614,"[455, 32, 715, 501, 54, 223, 399, 254, 379, 517, 448, 380, 121, 389, 483, 297, 286, 19, 428, 497, 113, 450, 174, 614, 303]"
1416,1006,0,"[0, 0, 0, 0, 0]",643,"[643, 569, 105, 758, 260, 0, 549, 184, 0, 362, 276, 0, 237, 767, 178, 381, 460, 620, 242, 246, 742, 0, 452, 113, 412]"
1418,459,22,"[467, 467, 186, 713, 281]",99,"[467, 58, 137, 186, 35, 527, 89, 62, 112, 189, 0, 215, 590, 708, 713, 0, 736, 525, 149, 14, 255, 281, 99, 0, 226]"
1420,281,22,"[729, 445, 253, 286, 0]",586,"[128, 133, 560, 353, 395, 728, 714, 26, 735, 100, 56, 726, 131, 689, 208, 701, 724, 168, 528, 253, 216, 157, 586, 758, 0]"
1421,1006,1,"[643, 0, 0, 0, 0]",569,"[643, 569, 105, 758, 260, 0, 549, 184, 0, 362, 276, 0, 237, 767, 178, 381, 460, 620, 242, 246, 742, 0, 452, 113, 412]"
1422,664,4,"[0, 0, 0, 0, 0]",123,"[55, 60, 66, 121, 123, 289, 429, 254, 501, 91, 426, 39, 23, 576, 385, 44, 22, 64, 456, 376, 377, 380, 185, 33]"
1423,1006,2,"[643, 569, 0, 0, 0]",105,"[643, 569, 105, 758, 260, 0, 549, 184, 0, 362, 276, 0, 237, 767, 178, 381, 460, 620, 242, 246, 742, 0, 452, 113, 412]"
1424,12,24,"[467, 258, 479, 421, 35]",303,"[455, 32, 715, 501, 54, 223, 399, 254, 379, 517, 448, 380, 121, 389, 483, 297, 286, 19, 428, 497, 113, 450, 174, 614, 303]"
1425,1202,6,"[0, 0, 0, 0, 0]",747,"[335, 0, 443, 0, 39, 0, 747, 0, 0, 0, 654, 454, 223, 488, 660, 0, 334, 0, 0, 247, 0, 369, 739, 617, 453]"
1427,2303,7,"[0, 0, 0, 0, 0]",279,"[91, 509, 70, 120, 474, 773, 43, 279, 89, 52, 484, 186, 288, 75, 121, 20, 40, 377, 77, 88, 158, 14, 62, 426]"
1428,2288,6,"[0, 0, 0, 0, 0]",456,"[121, 429, 380, 39, 376, 379, 456, 465, 90, 66, 493, 508, 143, 35, 527, 254, 110, 120, 222, 371, 40, 75, 108, 245, 185]"
1430,988,6,"[245, 0, 0, 0, 0]",245,"[63, 151, 586, 200, 329, 623, 245, 369, 0, 440, 766, 217, 83, 26, 667, 247, 559, 130, 515, 581, 0, 82, 0, 59, 45]"
1431,3150,0,"[379, 0, 0, 0, 0]",379,"[379, 530, 121, 380, 497, 179, 777, 456, 576, 483, 119, 564, 502, 20, 426, 108, 513, 425, 286, 321, 508, 775, 473, 98]"
1432,1006,6,"[643, 569, 105, 0, 0]",549,"[643, 569, 105, 758, 260, 0, 549, 184, 0, 362, 276, 0, 237, 767, 178, 381, 460, 620, 242, 246, 742, 0, 452, 113, 412]"
1433,476,1,"[0, 0, 0, 0, 0]",376,"[233, 376, 89, 25, 44, 46, 62, 108, 426, 429, 777, 143, 496, 425, 53, 576, 57, 0, 98, 112, 288, 125, 377, 187, 0]"
1434,664,13,"[123, 0, 0, 0, 0]",576,"[55, 60, 66, 121, 123, 289, 429, 254, 501, 91, 426, 39, 23, 576, 385, 44, 22, 64, 456, 376, 377, 380, 185, 33]"
1435,1122,0,"[0, 0, 0, 0, 0]",32,"[32, 494, 289, 773, 753, 108, 254, 501, 775, 425, 39, 383, 111, 428, 77, 729, 82, 22, 520, 86, 29, 19, 245, 31, 59]"
1436,3310,0,"[0, 0, 0, 0, 0]",134,"[134, 121, 192, 380, 126, 379, 508, 110, 179, 27, 434, 0, 102, 447, 577, 0, 0, 0, 374, 0, 0, 598, 278, 0, 389]"
1437,2346,16,"[0, 0, 0, 0, 0]",54,"[66, 25, 32, 153, 108, 55, 53, 753, 31, 433, 60, 152, 459, 18, 36, 518, 54, 7, 51, 0, 426, 248, 375, 365, 33]"
1441,459,24,"[467, 467, 186, 713, 281]",226,"[467, 58, 137, 186, 35, 527, 89, 62, 112, 189, 0, 215, 590, 708, 713, 0, 736, 525, 149, 14, 255, 281, 99, 0, 226]"
1442,281,19,"[729, 445, 253, 286, 586]",78,"[100, 428, 203, 101, 27, 290, 56, 542, 676, 524, 726, 375, 75, 252, 294, 131, 437, 62, 53, 78, 467, 301, 753, 729, 689]"
1443,1122,0,"[32, 0, 0, 0, 0]",32,"[32, 494, 289, 773, 753, 108, 254, 501, 775, 425, 39, 383, 111, 428, 77, 729, 82, 22, 520, 86, 29, 19, 245, 31, 59]"
1444,476,1,"[376, 0, 0, 0, 0]",376,"[233, 376, 89, 25, 44, 46, 62, 108, 426, 429, 777, 143, 496, 425, 53, 576, 57, 0, 98, 112, 288, 125, 377, 187, 0]"
1445,153,0,"[0, 0, 0, 0, 0]",40,"[40, 37, 120, 405, 301, 590, 186, 371, 542, 89, 70, 509, 465, 456, 406, 484, 0, 772, 41, 75, 88, 496, 64, 90, 17]"
1447,476,0,"[376, 376, 0, 0, 0]",441,"[441, 510, 112, 89, 168, 43, 98, 777, 0, 125, 496, 137, 143, 462, 57, 0, 0, 491, 576, 288, 186, 377, 301, 123, 0]"
1448,476,0,"[376, 376, 441, 0, 0]",441,"[441, 510, 112, 89, 168, 43, 98, 777, 0, 125, 496, 137, 143, 462, 57, 0, 0, 491, 576, 288, 186, 377, 301, 123, 0]"
1449,71,10,"[0, 0, 0, 0, 0]",129,"[753, 425, 676, 46, 82, 424, 26, 517, 456, 53, 129, 91, 383, 43, 754, 31, 58, 254, 39, 32, 428, 62, 88, 245, 288]"
1450,1149,3,"[124, 143, 123, 123, 0]",294,"[385, 179, 530, 294, 389, 119, 20, 624, 121, 379, 450, 27, 110, 286, 497, 508, 102, 279, 297, 473, 435, 635, 126, 513, 434]"
1454,2455,0,"[0, 0, 0, 0, 0]",179,"[179, 379, 530, 102, 121, 389, 497, 297, 20, 380, 60, 426, 429, 435, 473, 385, 27, 450, 33, 110, 278, 119, 126, 298, 513]"
1455,459,1,"[467, 467, 186, 713, 281]",397,"[0, 397, 411, 0, 63, 421, 536, 503, 291, 0, 578, 158, 554, 75, 115, 152, 204, 52, 228, 441, 453, 360, 446, 0, 379]"
1457,519,0,"[0, 0, 0, 0, 0]",123,"[123, 576, 493, 128, 405, 89, 143, 371, 58, 18, 168, 353, 543, 236, 37, 772, 56, 175, 23, 112, 135, 57, 651, 36, 41]"
1458,1782,0,"[0, 0, 0, 0, 0]",134,"[134, 530, 426, 110, 456, 497, 501, 102, 286, 53, 119, 502, 564, 321, 20, 121, 43, 46, 425, 98, 17, 57, 483, 89, 389]"
1459,770,1,"[0, 0, 0, 0, 0]",773,"[753, 773, 39, 43, 210, 0, 297, 465, 467, 543, 576, 739, 424, 84, 252, 56, 427, 0, 236, 156, 31, 64, 58, 18, 57]"
1460,2775,0,"[0, 0, 0, 0, 0]",385,"[385, 379, 121, 380, 530, 753, 297, 33, 44, 289, 429, 435, 55, 27, 508, 43, 426, 497, 110, 108, 66, 254, 46, 502, 20]"
