,session_id,user_id,timestamp,action_type,item_id,impressions,list_reference_item,pos_item_id,clicked
240,84df1343d7f90,G7L3Q37JJY39,1541515263,interaction item info,3224362,,"['5028116', '3904512', '3904512', '104639', '3133151']",-1,0.0
241,84df1343d7f90,G7L3Q37JJY39,1541515332,interaction item info,478691,,"['5028116', '3904512', '3904512', '104639', '3133151']",-1,0.0
242,84df1343d7f90,G7L3Q37JJY39,1541515413,interaction item info,890769,,"['5028116', '3904512', '3904512', '104639', '3133151']",-1,0.0
243,909776c56a414,A8PY5BGEIYLF,1541031224,clickout item,104735,"['3497814', '5419264', '5722428', '104859', '4571086', '9426466', '477966', '9332960', '111534', '104900', '8256462', '4556616', '1888825', '4626720', '919457', '3133149', '478011', '1477057', '1670475', '104653', '8128170', '2068758', '104735', '1055330', '3091218']","['', '', '', '', '']",22,1.0
244,909776c56a414,A8PY5BGEIYLF,1541031909,clickout item,109350,"['104949', '111534', '150138', '109351', '109350', '104859', '4571086', '5419264', '5722428', '9426466', '9332960', '104900', '8256462', '4556616', '1888825', '4626720', '919457', '3133149', '478011', '1477057', '1670475', '104653', '8128170', '2068758', '104735']","['104735', '', '', '', '']",4,1.0
245,909776c56a414,A8PY5BGEIYLF,1541031932,clickout item,109350,"['104949', '111534', '150138', '109351', '109350', '104859', '4571086', '5419264', '5722428', '9426466', '9332960', '104900', '8256462', '4556616', '1888825', '4626720', '919457', '3133149', '478011', '1477057', '1670475', '104653', '8128170', '2068758', '104735']","['104735', '109350', '', '', '']",4,1.0
246,93c29fbae572d,H4N4LXWZ5UYO,1541190647,interaction item info,95685,,"['', '', '', '', '']",-1,0.0
247,93c29fbae572d,H4N4LXWZ5UYO,1541190648,clickout item,95685,"['5659850', '104809', '5790750', '104565', '95685', '326731', '95794', '104706', '104528', '97505', '104650', '104880', '477971', '2281300', '104811', '104680', '104776', '104866', '2924213', '111534', '5507706', '478096', '104698', '104949', '104648']","['95685', '', '', '', '']",4,1.0
248,a240f1137413d,KZ3L4MXTTS8G,1541539613,clickout item,104780,"['104780', '6452448', '4626720', '109343', '109351', '1768863', '3112364', '4632600', '4327354', '8227660', '109350', '951687', '1758681', '1329092', '104789', '104790', '4109128', '1670475', '104900', '5152360', '4231208', '5493194', '1055330', '104765', '3590712']","['', '', '', '', '']",0,1.0
249,b87d8a3b7d719,O9C2IZV1BTQY,1541350059,clickout item,5660226,"['3148916', '1797509', '111534', '153550', '6452448', '4626720', '1319947', '655691', '2004649', '5507706', '5822402', '829671', '5660226', '5493194', '5433480', '95794', '3249804', '960255', '477971', '990413', '5188226', '2788294', '104800', '3224362', '97584']","['', '', '', '', '']",12,1.0
250,b87d8a3b7d719,O9C2IZV1BTQY,1541350062,clickout item,5660226,"['3148916', '1797509', '111534', '153550', '6452448', '4626720', '1319947', '655691', '2004649', '5507706', '5822402', '829671', '5660226', '5493194', '5433480', '95794', '3249804', '960255', '477971', '990413', '5188226', '2788294', '104800', '3224362', '97584']","['5660226', '', '', '', '']",12,1.0
251,b87d8a3b7d719,O9C2IZV1BTQY,1541350074,clickout item,5660226,"['3148916', '1797509', '111534', '153550', '6452448', '4626720', '1319947', '655691', '2004649', '5507706', '5822402', '829671', '5660226', '5493194', '5433480', '95794', '3249804', '960255', '477971', '990413', '5188226', '2788294', '104800', '3224362', '97584']","['5660226', '5660226', '', '', '']",12,1.0
252,b87d8a3b7d719,O9C2IZV1BTQY,1541350301,clickout item,5660226,"['3148916', '1797509', '111534', '153550', '6452448', '4626720', '1319947', '655691', '2004649', '5507706', '5822402', '829671', '5660226', '5493194', '5433480', '95794', '3249804', '960255', '477971', '990413', '5188226', '2788294', '104800', '3224362', '97584']","['5660226', '5660226', '5660226', '', '']",12,1.0
253,bc35705969399,NZ0PL4CK5MQ9,1541432036,clickout item,104780,"['104780', '4626720', '6452448', '1797509', '111534', '3148916', '1670475', '5493194', '1329092', '97584', '104558', '104565', '109351', '8227660', '4345728', '2161422', '109350', '153550', '104788', '4155306', '478096', '97505', '4304686', '5507706', '5822266']","['', '', '', '', '']",0,1.0
254,c50c75b402d81,0ZKMIB8RUL96,1541386540,clickout item,4155306,"['153550', '4155306', '6452448', '960255', '1797509', '2004649', '109351', '3590712', '655691', '5066908', '104900', '5922572', '1477057', '990413', '1329092', '5822402', '478011', '1771981', '5822266', '5830856', '1770181', '1055330', '829671', '5723646', '918935']","['', '', '', '', '']",1,1.0
255,c50c75b402d81,0ZKMIB8RUL96,1541387444,interaction item info,153550,,"['4155306', '', '', '', '']",-1,0.0
256,c50c75b402d81,0ZKMIB8RUL96,1541387704,clickout item,2004649,"['153550', '4155306', '1797509', '6452448', '960255', '5922572', '655691', '3590712', '109351', '1771981', '2004649', '5066908', '1329092', '990413', '918935', '478011', '104900', '5723646', '5822402', '1770181', '4626720', '1477057', '104524', '5493194', '829671']","['4155306', '153550', '', '', '']",10,1.0
257,c590c02a7dfb5,UVR0A7T45L2A,1541425334,clickout item,104680,"['111534', '3148916', '6452448', '1797509', '104838', '1319947', '2788294', '829671', '109351', '5822266', '477971', '153550', '5204272', '104913', '960255', '1477057', '1668389', '1670475', '5507706', '4626720', '2004649', '3842192', '104680', '5493194', '5723646']","['', '', '', '', '']",22,1.0
258,c590c02a7dfb5,UVR0A7T45L2A,1541425517,interaction item info,4800516,,"['104680', '', '', '', '']",-1,0.0
259,d3cd473a55106,ZLHP3DQUO57W,1541460327,interaction item info,8459162,,"['', '', '', '', '']",-1,0.0
260,d3cd473a55106,ZLHP3DQUO57W,1541460414,clickout item,4304686,"['109351', '4155306', '104765', '4304686', '5493194', '5433480', '104789', '153550', '2788294', '5822402', '1477057', '5594652', '5660226', '5150678', '960255', '829671', '3842192', '3904512', '5196406', '1475717', '1055330', '5016850', '3842238', '5435302', '1255025']","['8459162', '', '', '', '']",3,1.0
261,df7c9cdcf9ce5,S2QZYDNU5CK7,1541425658,clickout item,4389950,"['109351', '4389950', '3145592', '2826785', '3148916', '4155306', '5497220', '5790750', '326731', '1890829', '104650', '104880', '111534', '104558', '1671277', '2289804', '109350', '477996', '104648', '104790', '153550', '6452448', '97505', '104809', '5066908']","['', '', '', '', '']",1,1.0
262,eceb3f6e88f65,VUJDQO5773CF,1541436914,interaction item info,8940834,,"['', '', '', '', '']",-1,0.0
263,eceb3f6e88f65,VUJDQO5773CF,1541437028,interaction item info,1770143,,"['8940834', '', '', '', '']",-1,0.0
264,eceb3f6e88f65,VUJDQO5773CF,1541437038,clickout item,1770143,"['5790750', '4345728', '4342016', '104706', '5660226', '150138', '5016850', '95685', '104949', '623276', '5708658', '109350', '3148916', '104698', '104776', '3842238', '1253373', '104838', '109353', '1768863', '104650', '104680', '104859', '104790', '1770143']","['8940834', '1770143', '', '', '']",24,1.0
265,fd6bf188fd675,LMF3QWRE0T3P,1541198051,clickout item,918935,"['1670475', '478011', '918935', '104780', '1717829', '4041114', '925941', '2068758', '1713735', '929539', '2627243', '1208722', '8940834', '903277', '5849680', '104881', '924697', '1708335', '8128170', '1921529', '4986828', '4528384', '1947769', '1994909', '1770325']","['', '', '', '', '']",2,1.0
266,fd6bf188fd675,LMF3QWRE0T3P,1541198061,clickout item,104780,"['1670475', '478011', '918935', '104780', '1717829', '4041114', '925941', '2068758', '1713735', '929539', '2627243', '1208722', '8940834', '903277', '5849680', '104881', '924697', '1708335', '8128170', '1921529', '4986828', '4528384', '1947769', '1994909', '1770325']","['918935', '', '', '', '']",3,1.0
267,064ff91100c93,ZGHFBQ4UGJ3X,1541176752,clickout item,4454760,"['1668389', '4274266', '1223390', '5708658', '150138', '4454760', '2342182', '104677', '7718018', '5902468', '2242038', '10472638', '6461068', '8150004', '1319947', '1502147', '890769', '4342016', '4689548', '5505020', '9163376', '8786446', '8263546', '2671862', '5411680']","['', '', '', '', '']",5,1.0
268,064ff91100c93,ZGHFBQ4UGJ3X,1541176792,clickout item,4454760,"['1668389', '4274266', '1223390', '5708658', '150138', '4454760', '2342182', '104677', '7718018', '5902468', '2242038', '10472638', '6461068', '8150004', '1319947', '1502147', '890769', '4342016', '4689548', '5505020', '9163376', '8786446', '8263546', '2671862', '5411680']","['4454760', '', '', '', '']",5,1.0
269,064ff91100c93,ZGHFBQ4UGJ3X,1541176792,clickout item,4454760,"['1668389', '4274266', '1223390', '5708658', '150138', '4454760', '2342182', '104677', '7718018', '5902468', '2242038', '10472638', '6461068', '8150004', '1319947', '1502147', '890769', '4342016', '4689548', '5505020', '9163376', '8786446', '8263546', '2671862', '5411680']","['4454760', '', '', '', '']",5,1.0
270,064ff91100c93,ZGHFBQ4UGJ3X,1541177475,clickout item,1319947,"['1668389', '4274266', '1223390', '5708658', '150138', '4454760', '2342182', '104677', '7718018', '5902468', '2242038', '10472638', '6461068', '8150004', '1319947', '1502147', '890769', '4342016', '4689548', '5505020', '9163376', '8786446', '8263546', '2671862', '5411680']","['4454760', '4454760', '4454760', '', '']",14,1.0
271,064ff91100c93,ZGHFBQ4UGJ3X,1541177629,clickout item,1502147,"['1668389', '4274266', '1223390', '5708658', '150138', '4454760', '2342182', '104677', '7718018', '5902468', '2242038', '10472638', '6461068', '8150004', '1319947', '1502147', '890769', '4342016', '4689548', '5505020', '9163376', '8786446', '8263546', '2671862', '5411680']","['4454760', '4454760', '4454760', '1319947', '']",15,1.0
272,064ff91100c93,ZGHFBQ4UGJ3X,1541177762,clickout item,4689548,"['1668389', '4274266', '1223390', '5708658', '150138', '4454760', '2342182', '104677', '7718018', '5902468', '2242038', '10472638', '6461068', '8150004', '1319947', '1502147', '890769', '4342016', '4689548', '5505020', '9163376', '8786446', '8263546', '2671862', '5411680']","['4454760', '4454760', '4454760', '1319947', '1502147']",18,1.0
273,064ff91100c93,ZGHFBQ4UGJ3X,1541177994,clickout item,1319947,"['1668389', '5708658', '1223390', '150138', '104677', '2342182', '4345728', '9331454', '890769', '4342016', '10472638', '1319947', '6461068', '1502147', '6110926', '4689548', '4274266', '4839722', '8786446', '5411680', '6272506', '8263546', '6462874', '9494326', '6720478']","['4454760', '4454760', '4454760', '1319947', '1502147']",11,1.0
274,064ff91100c93,ZGHFBQ4UGJ3X,1541178045,clickout item,9494326,"['1668389', '5708658', '1223390', '150138', '104677', '2342182', '4345728', '9331454', '890769', '4342016', '10472638', '1319947', '6461068', '1502147', '6110926', '4689548', '4274266', '4839722', '8786446', '5411680', '6272506', '8263546', '6462874', '9494326', '6720478']","['4454760', '4454760', '4454760', '1319947', '1502147']",23,1.0
275,064ff91100c93,ZGHFBQ4UGJ3X,1541178116,clickout item,8320492,"['3375335', '5155978', '10202418', '8320492', '2242038', '5107768', '5874900', '2671862', '5188226', '7118054', '4571018', '6427614', '8301552', '5419264', '3133151', '1743531', '2800112', '5410720', '3165626', '8314548', '6628598', '7150148', '3907838', '2648940', '1352526']","['4454760', '4454760', '4454760', '1319947', '1502147']",3,1.0
276,064ff91100c93,ZGHFBQ4UGJ3X,1541178166,clickout item,3133151,"['3375335', '5155978', '10202418', '8320492', '2242038', '5107768', '5874900', '2671862', '5188226', '7118054', '4571018', '6427614', '8301552', '5419264', '3133151', '1743531', '2800112', '5410720', '3165626', '8314548', '6628598', '7150148', '3907838', '2648940', '1352526']","['4454760', '4454760', '4454760', '1319947', '1502147']",14,1.0
277,064ff91100c93,ZGHFBQ4UGJ3X,1541178227,clickout item,2800112,"['3375335', '5155978', '10202418', '8320492', '2242038', '5107768', '5874900', '2671862', '5188226', '7118054', '4571018', '6427614', '8301552', '5419264', '3133151', '1743531', '2800112', '5410720', '3165626', '8314548', '6628598', '7150148', '3907838', '2648940', '1352526']","['4454760', '4454760', '4454760', '1319947', '1502147']",16,1.0
278,064ff91100c93,ZGHFBQ4UGJ3X,1541178266,clickout item,6628598,"['3375335', '5155978', '10202418', '8320492', '2242038', '5107768', '5874900', '2671862', '5188226', '7118054', '4571018', '6427614', '8301552', '5419264', '3133151', '1743531', '2800112', '5410720', '3165626', '8314548', '6628598', '7150148', '3907838', '2648940', '1352526']","['4454760', '4454760', '4454760', '1319947', '1502147']",20,1.0
279,064ff91100c93,ZGHFBQ4UGJ3X,1541178432,clickout item,3231835,"['5878644', '10127542', '9443558', '5450078', '4415314', '6963494', '5894106', '5467180', '5878622', '7920480', '4648572', '7759208', '3859430', '4094062', '9682444', '8312856', '6419918', '3497814', '8460040', '8429454', '104639', '3231835', '104650', '104866', '8462752']","['4454760', '4454760', '4454760', '1319947', '1502147']",21,1.0
280,064ff91100c93,ZGHFBQ4UGJ3X,1541178531,clickout item,5196406,"['8373836', '2891690', '6794434', '3249257', '6985130', '4128028', '9617894', '8302704', '478121', '8100956', '6249164', '5196406', '104735', '6809808', '8248484', '9098738', '1890529', '8774272', '8767420', '5459328', '8437114', '477996', '9593098', '4906290', '477926']","['4454760', '4454760', '4454760', '1319947', '1502147']",11,1.0
281,064ff91100c93,ZGHFBQ4UGJ3X,1541178550,clickout item,8248484,"['8373836', '2891690', '6794434', '3249257', '6985130', '4128028', '9617894', '8302704', '478121', '8100956', '6249164', '5196406', '104735', '6809808', '8248484', '9098738', '1890529', '8774272', '8767420', '5459328', '8437114', '477996', '9593098', '4906290', '477926']","['4454760', '4454760', '4454760', '1319947', '1502147']",14,1.0
282,0931056045602,5N8306HSW813,1541425783,clickout item,9435460,"['8905428', '3974784', '3219384', '6757832', '9214672', '9435460', '9601838', '8778670', '5432160', '7878720', '5676596', '5741562', '9422804', '8931520', '6720478']","['', '', '', '', '']",5,1.0
283,11e73a10b9db2,U4EVLB6LB50U,1541354071,clickout item,104706,"['104706', '97505', '95685', '104788', '5497220', '104793', '326731', '5659850', '3148916', '5763334', '5790750', '104565', '130771', '104698', '97584', '104811', '477971', '130772', '104528', '104680', '4389950', '106942', '105002', '4549880', '478096']","['', '', '', '', '']",0,1.0
284,1695d1b1ffe5f,A10X465XVDQN,1541276952,clickout item,3249257,"['4454760', '4415314', '7741706', '3477940', '2242038', '9204620', '5874900', '3497814', '478691', '104639', '3249257', '7118054', '4342016', '5016850', '5594652', '3231835', '1475717', '5015898', '3761170', '5155978', '3249804', '478876', '5196406', '4274266', '5433480']","['', '', '', '', '']",10,1.0
285,41dcd1c7e065b,I5H1LLA0323G,1541098052,clickout item,4454760,"['4454760', '4342016', '150138', '104650', '105014', '2242038', '4415314', '4345728', '3497814', '1668389', '5874900', '1890829', '4800516', '104677', '130771', '3231835', '104880', '104866', '3089034', '1319947', '1502147', '3904512', '1890529', '1040514', '890769']","['', '', '', '', '']",0,1.0
286,4f7762907cea5,79NOP8QBFXD6,1541377343,clickout item,109351,"['104990', '104735', '326731', '95685', '97505', '104706', '104793', '104650', '1768863', '104565', '109351', '150138', '477996', '478121', '1797509', '5066908', '1319947', '4304686', '4342016', '1890829', '4155306', '5507706', '153550', '829671', '2242038']","['', '', '', '', '']",10,1.0
287,4f7762907cea5,79NOP8QBFXD6,1541377454,clickout item,104838,"['104677', '2004649', '104838', '1477057', '4345728', '5659850', '109350', '104765', '104648', '6452448', '5822266', '4327354', '1329092', '3590712', '5708658', '5790750', '5493194', '104882', '1654779', '1668389', '4454760', '1670475', '478096', '960255', '97584']","['109351', '', '', '', '']",2,1.0
288,5ff430a9879f2,K3FXJ01C63R8,1541219383,clickout item,3930666,"['104639', '3497814', '5028116', '3249257', '2891690', '1319947', '8352284', '5708658', '8302704', '10111668', '8767420', '6683242', '3974784', '8755156', '477966', '104735', '9150566', '104856', '4556616', '5593716', '6273752', '10499336', '3974646', '8116334', '3930666']","['', '', '', '', '']",24,1.0
289,68d979fc8695a,8ZA2E68EAZO9,1541535444,interaction item info,104880,,"['', '', '', '', '']",-1,0.0
290,68d979fc8695a,8ZA2E68EAZO9,1541535445,clickout item,104880,"['104880', '3148916', '4304686', '4415314', '104788', '104565', '5028116', '111534', '95794', '4286736', '4345728', '1223390', '4155306', '153550', '478121', '104735', '104949', '104677', '5493194', '5708658', '1319947', '3842192', '623276', '104809', '97584']","['104880', '', '', '', '']",0,1.0
291,6a4e8e3435296,VUXLH412WQDZ,1541477464,clickout item,104800,"['95685', '104800', '104882', '150138', '1670475', '104776', '104990', '104648', '104838', '97505', '326731', '104949', '97504', '104698', '97584', '153550', '4345728', '5497220', '1797509', '104677', '1223382', '4415314', '3497814', '655691']","['', '', '', '', '']",1,1.0
292,6ab4456db27aa,05X4LI2CLRRR,1541274399,clickout item,3497814,"['2632030', '3497814', '5152360', '5722428', '2733700', '1477057', '104800', '153550', '97504', '109351', '104848', '4626720', '104859', '111534', '3231835', '5594652', '1255025', '104776', '3249804', '2284048', '104639', '104735', '5015898', '104765', '5028116']","['', '', '', '', '']",1,1.0
293,75373886bce87,9FQ6C6YI915R,1541242486,clickout item,4389950,"['4389950', '3148916', '478096', '104838', '95685', '2924213', '5822734', '104800', '95794', '104645', '104880', '105014', '109351', '326731', '477996', '478121', '4415314', '5659850', '1654779', '4342016', '153550', '104776', '6452448', '843141', '150138']","['', '', '', '', '']",0,1.0
294,75373886bce87,9FQ6C6YI915R,1541242592,clickout item,4389950,"['4389950', '3148916', '478096', '104838', '95685', '2924213', '5822734', '104800', '95794', '104645', '104880', '105014', '109351', '326731', '477996', '478121', '4415314', '5659850', '1654779', '4342016', '153550', '104776', '6452448', '843141', '150138']","['4389950', '', '', '', '']",0,1.0
295,75373886bce87,9FQ6C6YI915R,1541243626,clickout item,104877,"['104917', '4286736', '104866', '104650', '478871', '105014', '478121', '477996', '104880', '3148916', '5659850', '130771', '326731', '104735', '3089034', '5497220', '104877', '4389950', '5790750', '104788', '5763334', '104698', '104565', '104809', '104848']","['4389950', '4389950', '', '', '']",16,1.0
296,7621e8a8fa702,5P7K8UCKARDU,1541297066,clickout item,8459162,"['5659850', '105014', '104765', '478121', '5822266', '4327354', '5066908', '104558', '4849690', '104653', '104882', '4550902', '5439046', '109351', '5435302', '104680', '104648', '4231208', '8459162', '104859', '153550', '3876726', '4087560', '4286736', '4525578']","['', '', '', '', '']",18,1.0
297,856448d7435e4,9H958LG9BNQF,1541088114,clickout item,95794,"['2924213', '111534', '6452448', '95794', '5493194', '5507706', '104645', '2289804', '97584', '104811', '109339', '104650', '104880', '105014', '150138', '477996', '478121', '5659850', '5830856', '153550', '104648', '4304686', '104809', '5066908', '4345728']","['', '', '', '', '']",3,1.0
298,8bccfb7542b28,2L24K8LNW5EO,1541532201,clickout item,5422798,"['4304686', '5422798', '104789', '1241536', '960255', '2092780', '7300298', '1241599', '5789164', '326781', '3217002', '3249257', '3842192', '2188598', '5204272', '2647860', '5145380', '1992585', '5126858', '1769241', '2858820', '2632030', '1993639', '3217370', '8429248']","['', '', '', '', '']",1,1.0
299,a726f6097e0c4,GQC29EVEOPEP,1541189555,clickout item,5849680,"['5493194', '8128170', '2827107', '924697', '5152360', '5822266', '104765', '104881', '903277', '5435302', '1708335', '5722428', '1471997', '6438418', '104648', '104990', '5849680', '2302002', '2303306', '1208722', '1921529', '3242219', '5688194', '8968140', '2244172']","['', '', '', '', '']",16,1.0
300,af036396acc14,M9LUF9RGVC14,1541365307,clickout item,4800516,"['5150678', '104639', '5433480', '5660226', '3904512', '477996', '4800516', '5708658', '3249804', '1319947', '3497814', '5874900', '3133151', '5594652', '1475717', '1502147', '3477940', '5196406', '4454760', '623276', '104917', '10230948', '1223390', '5016850', '150138']","['', '', '', '', '']",6,1.0
301,b04d65e21cb26,54MKUU3VBS96,1541244846,clickout item,5204272,"['990413', '5830856', '5433480', '104524', '3904512', '104680', '109332', '1771981', '3249804', '5028116', '1770143', '5737270', '9317042', '5204272', '3249257', '5723646', '326716', '130772', '5822266', '2281300', '5188226', '104790', '104648', '2161422', '97584']","['', '', '', '', '']",13,1.0
302,b13f5097bc859,SM32PC1000XK,1541469026,clickout item,1890469,"['1890469', '2788294', '5493194', '153550', '104793', '104990', '109351', '150138', '3148916', '4415314', '2090960', '2289804', '4345728', '105014', '478121', '4155306', '104788', '4342016', '8459162', '8227660', '104765', '95685', '104789', '1797509', '5066908']","['', '', '', '', '']",0,1.0
303,b13f5097bc859,SM32PC1000XK,1541469091,clickout item,1890469,"['1890469', '2788294', '5493194', '153550', '104793', '104990', '109351', '150138', '3148916', '4415314', '2090960', '2289804', '4345728', '105014', '478121', '4155306', '104788', '4342016', '8459162', '8227660', '104765', '95685', '104789', '1797509', '5066908']","['1890469', '', '', '', '']",0,1.0
304,c1fc6bb9e8fc7,4XQ563FIJA28,1541350331,interaction item info,153550,,"['', '', '', '', '']",-1,0.0
305,c1fc6bb9e8fc7,4XQ563FIJA28,1541350340,clickout item,153550,"['109339', '3148916', '95794', '111534', '2924213', '95685', '104565', '104811', '97584', '104880', '109351', '150138', '326731', '478121', '1797509', '5659850', '105014', '477996', '153550', '926343', '4342016', '4345728', '104809', '6452448', '104650']","['153550', '', '', '', '']",18,1.0
306,c1fc6bb9e8fc7,4XQ563FIJA28,1541350381,interaction item info,4342016,,"['153550', '153550', '', '', '']",-1,0.0
307,c1fc6bb9e8fc7,4XQ563FIJA28,1541350401,interaction item info,97584,,"['153550', '153550', '4342016', '', '']",-1,0.0
308,c24d6139b9b35,7YIU5WH41P7C,1541438252,clickout item,4327354,"['4327354', '106405', '1768863', '104790', '109343', '104949', '109350', '104882', '104859', '104776', '109353', '2281300', '2815876', '104679', '2098164', '326716', '104554', '97584', '4231208', '104838', '104809', '10366176', '843141', '3876726', '118472']","['', '', '', '', '']",0,1.0
309,c24d6139b9b35,7YIU5WH41P7C,1541438271,clickout item,4327354,"['4327354', '106405', '1768863', '104790', '109343', '104949', '109350', '104882', '104859', '104776', '109353', '2281300', '2815876', '104679', '2098164', '326716', '104554', '97584', '4231208', '104838', '104809', '10366176', '843141', '3876726', '118472']","['4327354', '', '', '', '']",0,1.0
310,c4b026daeba1c,LEYDH762FL2P,1541425262,clickout item,918999,"['3250266', '918999', '2630870', '9740326', '6778344', '9422804', '104793', '150138', '109351', '3148916', '104990', '4415314', '4155306', '4345728', '105014', '478121', '104788', '4342016', '4304686', '104765', '1319947', '1797509', '5066908', '623276', '153550']","['', '', '', '', '']",1,1.0
311,c4b026daeba1c,LEYDH762FL2P,1541425315,clickout item,6778344,"['3250266', '918999', '2630870', '9740326', '6778344', '9422804', '104793', '150138', '109351', '3148916', '104990', '4415314', '4155306', '4345728', '105014', '478121', '104788', '4342016', '4304686', '104765', '1319947', '1797509', '5066908', '623276', '153550']","['918999', '', '', '', '']",4,1.0
312,d835f4db4a20a,LXA6M8TXDND2,1541099056,interaction item info,1477057,,"['', '', '', '', '']",-1,0.0
313,d8d0b926f99c6,RTMS002TVXU6,1541375044,clickout item,3497814,"['104677', '150138', '4342016', '4345728', '2242038', '104558', '104565', '104706', '104800', '105014', '1670475', '4274266', '3497814', '97505', '104790', '104838', '104776', '104882', '95685', '2342182', '5874900', '111534', '109331', '104648', '104949']","['', '', '', '', '']",12,1.0
314,e9abfb6a05f67,WE71L24VAPJ9,1541337095,clickout item,3761170,"['3761170', '104639', '478691', '3249257', '5737270', '3224362', '3249804', '5433480', '3231835', '6861472', '104880', '150138', '477996', '478121', '843141', '5659850', '477986', '95685', '104735', '1319947', '4342016', '5874900', '5066908', '5790750', '4345728']","['', '', '', '', '']",0,1.0
315,effd20a5bdc44,64MKGZ8WDSEV,1541040399,clickout item,150138,"['4415314', '2242038', '5874900', '4342016', '4454760', '150138', '5594652', '104677', '1475717', '3477940', '104639', '4345728', '3231835', '3497814', '5015898', '5708658', '1319947', '1223390', '7118054', '3761170', '5433480', '5150678', '5016850', '478876', '3904512']","['', '', '', '', '']",5,1.0
316,285b26ce5eefc,R185I9B9F6CX,1541534394,clickout item,5874900,"['5874900', '4342016', '150138', '4415314', '4454760', '2242038', '4345728', '104677', '5708658', '1223390', '104793', '104880', '477996', '478121', '3148916', '4800516', '5659850', '105014', '104565', '3497814', '5028116', '111534', '104650', '109350', '843141']","['', '', '', '', '']",0,1.0
317,2b5922ef3793a,BFH1AUT5NE8B,1541085590,clickout item,118472,"['2632030', '5152360', '2833190', '1055330', '3477940', '1477057', '5722428', '153550', '104789', '3231835', '118472', '5015898', '109351', '104765', '4155306', '104800', '2284048', '104679', '477986', '5922572', '104786', '5435302', '3145594', '104848', '1223390']","['', '', '', '', '']",10,1.0
318,2df7ffba057d1,U177SSUG5FU7,1541511149,clickout item,104639,"['6861472', '1671277', '2788294', '5660226', '960255', '1477057', '5822266', '3133151', '3842192', '5493194', '1255025', '104639', '5822402', '1329092', '2004649', '3231835', '5188226', '5688194', '829671', '326781', '4942724', '1670475', '1055330', '990413', '5789164']","['', '', '', '', '']",11,1.0
319,2df7ffba057d1,U177SSUG5FU7,1541511461,clickout item,2289804,"['1671277', '2788294', '5822266', '1255025', '2924213', '5507706', '5493194', '104800', '97504', '8256462', '6452448', '960255', '5922572', '2289804', '104653', '990413', '926343', '1477057', '2004649', '153550', '1055330', '107293', '104859', '1947355', '5822402']","['104639', '', '', '', '']",13,1.0
320,2df7ffba057d1,U177SSUG5FU7,1541511537,clickout item,104653,"['1671277', '2788294', '5822266', '1255025', '2924213', '5507706', '5493194', '104800', '97504', '8256462', '6452448', '960255', '5922572', '2289804', '104653', '990413', '926343', '1477057', '2004649', '153550', '1055330', '107293', '104859', '1947355', '5822402']","['104639', '2289804', '', '', '']",14,1.0
321,2df7ffba057d1,U177SSUG5FU7,1541511665,clickout item,990413,"['1671277', '2788294', '5822266', '1255025', '2924213', '5507706', '5493194', '104800', '97504', '8256462', '6452448', '960255', '5922572', '2289804', '104653', '990413', '926343', '1477057', '2004649', '153550', '1055330', '107293', '104859', '1947355', '5822402']","['104639', '2289804', '104653', '', '']",15,1.0
322,2df7ffba057d1,U177SSUG5FU7,1541511774,clickout item,926343,"['1671277', '2788294', '5822266', '1255025', '2924213', '5507706', '5493194', '104800', '97504', '8256462', '6452448', '960255', '5922572', '2289804', '104653', '990413', '926343', '1477057', '2004649', '153550', '1055330', '107293', '104859', '1947355', '5822402']","['104639', '2289804', '104653', '990413', '']",16,1.0
323,2df7ffba057d1,U177SSUG5FU7,1541512338,clickout item,926343,"['919457', '4074458', '2734599', '3210656', '104706', '104811', '5790750', '97505', '132255', '926343', '104793', '8256462', '3877096', '2795080', '104653', '5450846', '477986', '9282934', '9332960', '109338', '1367822', '130772', '6245540', '5048198', '5659850']","['104639', '2289804', '104653', '990413', '926343']",9,1.0
324,30d6fa3d8ec2f,E49ZZGW4O312,1541268253,clickout item,95794,"['111534', '1223390', '104565', '1797509', '104859', '104800', '2161422', '97504', '1055330', '4389950', '95794', '109340', '478096', '109351', '104882', '829671', '843141', '3968950', '109338', '104698', '104524', '3222526', '104677', '5152360', '109350']","['', '', '', '', '']",10,1.0
325,30d6fa3d8ec2f,E49ZZGW4O312,1541268267,clickout item,104882,"['111534', '1223390', '104565', '1797509', '104859', '104800', '2161422', '97504', '1055330', '4389950', '95794', '109340', '478096', '109351', '104882', '829671', '843141', '3968950', '109338', '104698', '104524', '3222526', '104677', '5152360', '109350']","['95794', '', '', '', '']",14,1.0
326,30d6fa3d8ec2f,E49ZZGW4O312,1541269122,clickout item,1255025,"['6418598', '478691', '1170055', '1367822', '5152360', '2855776', '1223382', '104913', '611536', '4389950', '4440786', '1255025', '4031546', '2627240', '104565', '478876', '478096', '917419', '3165626', '2648940', '5015898', '9728880', '109342', '104765', '109351']","['95794', '104882', '', '', '']",11,1.0
327,401c15a7c3b4d,V300RAYW6UD5,1541449934,clickout item,104838,"['104838', '3148916', '104558', '2924213', '111534', '5507706', '477971', '95685', '104800', '104793', '109351', '150138', '326731', '478121', '4415314', '5659850', '104677', '105014', '5066908', '104645', '477996', '104765', '4345728', '4155306', '104565']","['', '', '', '', '']",0,1.0
