item_id,properties
104877,From 2 Stars|Free WiFi (Combined)|Romantic|Bike Rental|Free WiFi (Rooms)|Concierge|Safe (Rooms)|Honeymoon|Singles|Computer with Internet|Pet Friendly|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift|Deck Chairs|Family Friendly|Room Service (24/7)|Room Service|Luxury Hotel|Terrace (Hotel)|Television|Business Hotel|Direct beach access|Shower|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Swimming Pool (Bar)|Sun Umbrellas|Hotel Bar|Satisfactory Rating|Swimming Pool (Outdoor)|Gym|Hairdryer|Beach|From 3 Stars|Convention Hotel|Good Rating|Cosmetic Mirror|Balcony|WiFi (Public Areas)|Sauna|Laundry Service|Conference Rooms|4 Star|From 4 Stars|Solarium|Restaurant|Satellite TV|Openable Windows
4883504,House / Apartment|Self Catering|Fan|Television
6668844,Hotel
7920480,House / Apartment
8158276,Hotel
8421856,Hotel
9347018,House / Apartment
97584,3 Star|Laundry Service|Playground|Sitting Area (Rooms)|Business Centre|Swimming Pool (Outdoor)|Hairdryer|Health Retreat|Beach|From 3 Stars|Express Check-In / Check-Out|From 2 Stars|Deck Chairs|Family Friendly|Conference Rooms|Sauna|WiFi (Public Areas)|Tennis Court (Indoor)|Restaurant|Diving|Surfing|Radio|From 4 Stars|Design Hotel|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Towels|Openable Windows|Television|Business Hotel|Desk|Shower|Free WiFi (Combined)|Tennis Court|Porter|Free WiFi (Rooms)|Non-Smoking Rooms|Concierge|Safe (Rooms)|Fitness|Jacuzzi (Hotel)|Large Groups|Singles|Computer with Internet|Volleyball|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Washing Machine|Lift|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Air Conditioning|Cable TV|Swimming Pool (Bar)|Sun Umbrellas|Hotel Bar
1471997,Cot|Hairdryer|Beach|Family Friendly|WiFi (Public Areas)|Tennis Court (Indoor)|Surfing|Radio|Car Park|Hiking Trail|Luxury Hotel|Openable Windows|Business Hotel|Desk|Shower|Free WiFi (Combined)|Tennis Court|Free WiFi (Rooms)|Safe (Rooms)|Fitness|Flatscreen TV|Pet Friendly|Volleyball|WiFi (Rooms)|Free WiFi (Public Areas)|Telephone|Hotel|Reception (24/7)|Air Conditioning|Cable TV|Pool Table|2 Star
2242508,Hairdryer|Beach|Accessible Parking|Good Rating|WiFi (Public Areas)|Radio|Car Park|Room Service|Luxury Hotel|Openable Windows|Desk|Shower|Free WiFi (Combined)|Self Catering|Free WiFi (Rooms)|Flatscreen TV|Computer with Internet|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Telephone|Hotel|Reception (24/7)|Air Conditioning|Cable TV|2 Star|Satisfactory Rating
9412634,House / Apartment
104859,Sitting Area (Rooms)|From 2 Stars|Sauna|Playground|Airport Shuttle|From 4 Stars|Balcony|WiFi (Public Areas)|Car Park|Airport Hotel|Room Service|Conference Rooms|Luxury Hotel|Towels|Television|Business Hotel|Shower|Steam Room|Free WiFi (Combined)|Accessible Hotel|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Safe (Rooms)|Fitness|Openable Windows|Deck Chairs|Family Friendly|Restaurant|Surfing|3 Star|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Sun Umbrellas|Massage|Swimming Pool (Indoor)|Flatscreen TV|Large Groups|Singles|Volleyball|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift|Microwave|Swimming Pool (Outdoor)|Gym|Ski Resort|Beach|From 3 Stars
104900,Business Centre|From 2 Stars|Cosmetic Mirror|Body Treatments|WiFi (Public Areas)|Car Park|Desk|Airport Hotel|Room Service|Conference Rooms|Hiking Trail|Luxury Hotel|Very Good Rating|Television|Business Hotel|Shower|Free WiFi (Combined)|Accessible Hotel|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Concierge|Safe (Rooms)|Fitness|Openable Windows|Express Check-In / Check-Out|Spa (Wellness Facility)|Solarium|Family Friendly|Room Service (24/7)|Restaurant|Surfing|Laundry Service|3 Star|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Massage|Hotel Bar|Satisfactory Rating|Jacuzzi (Hotel)|Flatscreen TV|Honeymoon|Large Groups|Singles|Computer with Internet|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Cot|Gym|Hairdryer|Beach|Accessible Parking|From 3 Stars|Convention Hotel|Good Rating
2826785,Excellent Rating|Airport Shuttle|Horse Riding|WiFi (Public Areas)|Car Park|Hiking Trail|Terrace (Hotel)|Very Good Rating|Shower|Ironing Board|Free WiFi (Combined)|Tennis Court|Free WiFi (Rooms)|Non-Smoking Rooms|Fitness|Openable Windows|Express Check-In / Check-Out|Bed & Breakfast|Golf Course|Laundry Service|Telephone|Reception (24/7)|Air Conditioning|Cable TV|Pool Table|Satisfactory Rating|Large Groups|Boutique Hotel|Singles|Pet Friendly|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Central Heating|Swimming Pool (Outdoor)|Cot|Hairdryer|Beach|Good Rating
3242146,Gay-friendly|Eco-Friendly hotel|Airport Shuttle|WiFi (Public Areas)|Theme Hotel|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Shower|Hostel|Free WiFi (Combined)|Free WiFi (Rooms)|Non-Smoking Rooms|Safe (Rooms)|Openable Windows|Deck Chairs|Reception (24/7)|Air Conditioning|Sun Umbrellas|Hotel Bar|Pool Table|Satisfactory Rating|Large Groups|Singles|Computer with Internet|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Washing Machine|Lift|Swimming Pool (Outdoor)|Beach|Good Rating
3905404,Sitting Area (Rooms)|WiFi (Public Areas)|Luxury Hotel|Very Good Rating|Free WiFi (Combined)|Free WiFi (Rooms)|Non-Smoking Rooms|Openable Windows|Laundry Service|Adults Only|Satisfactory Rating|Fan|WiFi (Rooms)|Free WiFi (Public Areas)|Hairdryer|Beach|Good Rating
4600248,Gay-friendly|Excellent Rating|Radio|Desk|Very Good Rating|Television|Shower|Free WiFi (Combined)|House / Apartment|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Safe (Rooms)|Openable Windows|Air Conditioning|Cable TV|Satisfactory Rating|Fan|Flatscreen TV|Fridge|WiFi (Rooms)|Lift|Microwave|Beach|Good Rating
5015898,Sitting Area (Rooms)|Gay-friendly|From 2 Stars|Convenience Store|4 Star|From 4 Stars|WiFi (Public Areas)|Car Park|Desk|Conference Rooms|Luxury Hotel|Terrace (Hotel)|Towels|Very Good Rating|Television|Business Hotel|Shower|Free WiFi (Combined)|Accessible Hotel|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Express Check-In / Check-Out|Solarium|Deck Chairs|Restaurant|Hotel|Reception (24/7)|Air Conditioning|Sun Umbrellas|Hotel Bar|Adults Only|Satisfactory Rating|Flatscreen TV|Honeymoon|Large Groups|Singles|Computer with Internet|Pet Friendly|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift|Swimming Pool (Outdoor)|Gym|Hairdryer|Beach|Accessible Parking|From 3 Stars|Good Rating
7219420,Hotel
8966794,Airport Shuttle|Balcony|Television|Shower|Porter|Non-Smoking Rooms|Pousada (BR)|Telephone|Reception (24/7)|Air Conditioning|Sun Umbrellas|Fridge|Swimming Pool (Outdoor)
3751678,Ironing Board|Hostel|Free WiFi (Combined)|Self Catering|Free WiFi (Rooms)|Concierge|Balcony|WiFi (Public Areas)|Cosmetic Mirror|Electric Kettle|Large Groups|Singles|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine|Radio|Openable Windows|Very Good Rating|Television|Business Hotel|Shower|Safe (Hotel)|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Satisfactory Rating|Excellent Rating|Sitting Area (Rooms)|Microwave|Hairdryer|Beach|Good Rating
4549880,Free WiFi (Combined)|Free WiFi (Rooms)|WiFi (Public Areas)|Convenience Store|Large Groups|Singles|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|From 2 Stars|Luxury Hotel|Very Good Rating|Business Hotel|Shower|Hotel|Reception (24/7)|Air Conditioning|Hotel Bar|2 Star|Satisfactory Rating|Desk|Good Rating
7728132,House / Apartment
7860074,House / Apartment|Luxury Hotel|Very Good Rating|Satisfactory Rating|Good Rating
9028876,Very Good Rating|Hotel|Satisfactory Rating|Excellent Rating|Good Rating
1040514,WiFi (Public Areas)|Swimming Pool (Indoor)|Jacuzzi (Hotel)|Honeymoon|Large Groups|Singles|Hairdresser|Computer with Internet|Fridge|WiFi (Rooms)|Laundry Service|Swimming Pool (Combined Filter)|Lift|Microwave|Swimming Pool (Outdoor)|Cot|Gym|Hairdryer|Good Rating|Sauna|Sitting Area (Rooms)|Room Service (24/7)|Radio|Gay-friendly|Conference Rooms|Diving|Desk|Room Service|Hiking Trail|Terrace (Hotel)|Television|Shower|Ironing Board|Free WiFi (Combined)|Tennis Court|House / Apartment|Self Catering|Free WiFi (Rooms)|Concierge|Safe (Rooms)|Fitness|Safe (Hotel)|Telephone|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Sun Umbrellas|Massage|Hotel Bar|Bathtub|Satisfactory Rating|Openable Windows|Tennis Court (Indoor)|Restaurant|Surfing|Car Park
1289586,WiFi (Public Areas)|Pet Friendly|Volleyball|WiFi (Rooms)|Laundry Service|Free WiFi (Public Areas)|Lift|Beach|Room Service (24/7)|From 2 Stars|Room Service|Hiking Trail|Luxury Hotel|Television|Business Hotel|Free WiFi (Combined)|Porter|Free WiFi (Rooms)|Fitness|Telephone|Hotel|Reception (24/7)|Air Conditioning|Cable TV|2 Star|Openable Windows|Restaurant|Sailing|Car Park
1942907,WiFi (Public Areas)|Volleyball|Fridge|WiFi (Rooms)|Serviced Apartment|Laundry Service|Swimming Pool (Combined Filter)|Lift|Microwave|Swimming Pool (Outdoor)|Gym|Beach|Good Rating|Sauna|Sitting Area (Rooms)|Deck Chairs|Radio|Hiking Trail|Terrace (Hotel)|Very Good Rating|Television|Shower|Tennis Court|Self Catering|Safe (Rooms)|Fitness|Telephone|Reception (24/7)|Air Conditioning|Cable TV|Satisfactory Rating|Openable Windows|Surfing|Car Park
2144560,WiFi (Public Areas)|Eco-Friendly hotel|Flatscreen TV|Honeymoon|Boutique Hotel|Singles|Volleyball|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Central Heating|Swimming Pool (Outdoor)|Hairdryer|Beach|Accessible Parking|From 3 Stars|Good Rating|Sauna|Sitting Area (Rooms)|Deck Chairs|Family Friendly|4 Star|From 4 Stars|Gay-friendly|From 2 Stars|Doctor On-Site|Excellent Rating|Body Treatments|Desk|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Towels|Very Good Rating|Television|Business Hotel|Shower|Free WiFi (Combined)|Romantic|Free WiFi (Rooms)|Non-Smoking Rooms|Concierge|Safe (Rooms)|Fitness|Hotel|Air Conditioning|Cable TV|Sun Umbrellas|Massage|Adults Only|Bathtub|Satisfactory Rating|Openable Windows|Satellite TV|Golf Course|Airport Shuttle|Surfing|Car Park|Design Hotel
5885948,Luxury Hotel|Hotel
8320492,Hotel
9728880,Convenience Store|WiFi (Public Areas)|Flatscreen TV|Computer with Internet|WiFi (Rooms)|Laundry Service|Free WiFi (Public Areas)|Microwave|Swimming Pool (Outdoor)|Cot|Hairdryer|From 3 Stars|From 4 Stars|From 2 Stars|Conference Rooms|Desk|Room Service|Towels|Television|Direct beach access|Shower|Ironing Board|Free WiFi (Combined)|Free WiFi (Rooms)|Non-Smoking Rooms|Safe (Rooms)|Telephone|Hotel|Reception (24/7)|Air Conditioning|Cable TV|Hotel Bar|Cosmetic Mirror|Restaurant|Car Park
9819680,House / Apartment
104648,Deck Chairs|Family Friendly|Room Service (24/7)|WiFi (Public Areas)|Conference Rooms|Eco-Friendly hotel|Organised Activities|Gay-friendly|From 2 Stars|Tennis Court (Indoor)|Diving|Desk|Laundry Service|Radio|4 Star|From 4 Stars|Sitting Area (Rooms)|Ironing Board|Free WiFi (Combined)|Tennis Court|Accessible Hotel|Porter|Free WiFi (Rooms)|Non-Smoking Rooms|Safe (Rooms)|Fitness|Room Service|Hiking Trail|Luxury Hotel|Towels|Business Hotel|Shower|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Sun Umbrellas|Hotel Bar|Satisfactory Rating|Swimming Pool (Outdoor)|Cot|Gym|Hairdryer|Beach|From 3 Stars|Convention Hotel|Good Rating|Flatscreen TV|Honeymoon|Large Groups|Singles|Computer with Internet|Volleyball|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift|Openable Windows|Express Check-In / Check-Out|Surfing|Restaurant
153550,Family Friendly|Room Service (24/7)|Cosmetic Mirror|WiFi (Public Areas)|Conference Rooms|From 2 Stars|Tennis Court (Indoor)|Diving|Desk|Laundry Service|4 Star|From 4 Stars|On-Site Boutique Shopping|Free WiFi (Combined)|Tennis Court|Boat Rental|Accessible Hotel|Porter|Free WiFi (Rooms)|Non-Smoking Rooms|Concierge|Safe (Rooms)|Fitness|Airport Hotel|Room Service|Luxury Hotel|Television|Business Hotel|Shower|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Hypoallergenic Rooms|Teleprinter|Cable TV|Hotel Bar|Pool Table|Satisfactory Rating|Cot|Gym|Hairdryer|Beach|Accessible Parking|From 3 Stars|Convention Hotel|Good Rating|Flatscreen TV|Honeymoon|Computer with Internet|Volleyball|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Openable Windows|Sailing|Car Park|Surfing|Restaurant
4088422,WiFi (Public Areas)|Radio|Sitting Area (Rooms)|Ironing Board|Free WiFi (Combined)|House / Apartment|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Towels|Television|Shower|Air Conditioning|Cable TV|Microwave|Fan|Flatscreen TV|Computer with Internet|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine|Lift|Satellite TV|Openable Windows|Express Check-In / Check-Out
4110196,Cosmetic Mirror|WiFi (Public Areas)|Electric Kettle|Desk|Laundry Service|Tennis Court|House / Apartment|Bike Rental|Self Catering|Television|Shower|Air Conditioning|Cable TV|Microwave|Flatscreen TV|Fridge|Washing Machine|Lift|Central Heating|Openable Windows|Airport Shuttle
4345728,Deck Chairs|Family Friendly|Cosmetic Mirror|WiFi (Public Areas)|Conference Rooms|Business Centre|From 2 Stars|Sauna|Desk|Excellent Rating|Laundry Service|4 Star|From 4 Stars|Sitting Area (Rooms)|Free WiFi (Combined)|Accessible Hotel|Free WiFi (Rooms)|Non-Smoking Rooms|Safe (Rooms)|Fitness|Room Service|Luxury Hotel|Terrace (Hotel)|Towels|Very Good Rating|Television|Business Hotel|Shower|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Swimming Pool (Bar)|Sun Umbrellas|Satisfactory Rating|Swimming Pool (Outdoor)|Gym|Hairdryer|Beach|From 3 Stars|Convention Hotel|Good Rating|Flatscreen TV|Singles|Computer with Internet|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift|Openable Windows|Solarium|Car Park|Restaurant
106406,Restaurant|Desk|Tennis Court (Indoor)|Car Park|Surfing|Golf Course|Express Check-In / Check-Out|Diving|Conference Rooms|Sailing|Singles|Gay-friendly|From 2 Stars|3 Star|Computer with Internet|Volleyball|Business Centre|Radio|Openable Windows|Laundry Service|WiFi (Rooms)|Sitting Area (Rooms)|Childcare|Room Service (24/7)|Lift|WiFi (Public Areas)|Hairdryer|Beach|From 3 Stars|Convention Hotel|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Television|Business Hotel|Shower|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Air Conditioning|Cable TV|Sun Umbrellas|Hotel Bar|Bathtub|Tennis Court|Boat Rental|Porter|Bike Rental|Non-Smoking Rooms|Concierge|Safe (Rooms)|Fitness
2508024,Surfing|Fan|Singles|Computer with Internet|Volleyball|Openable Windows|Laundry Service|WiFi (Rooms)|WiFi (Public Areas)|Beach|Good Rating|Hiking Trail|Reception (24/7)|Air Conditioning|Satisfactory Rating|Hostel|Tennis Court|Bike Rental|Fitness
3133151,Restaurant|Car Park|Surfing|Golf Course|Conference Rooms|Large Groups|Singles|From 2 Stars|Computer with Internet|Pet Friendly|Volleyball|Openable Windows|Bowling|Laundry Service|WiFi (Rooms)|Family Friendly|Free WiFi (Public Areas)|Washing Machine|Lift|WiFi (Public Areas)|Hairdryer|Beach|Room Service|Hiking Trail|Luxury Hotel|Television|Business Hotel|Shower|Telephone|Hotel|Reception (24/7)|Air Conditioning|2 Star|Satisfactory Rating|Free WiFi (Combined)|Boat Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Concierge|Safe (Rooms)|Fitness
3882130,Desk|Satellite TV|Cosmetic Mirror|Flatscreen TV|Large Groups|Singles|Computer with Internet|Fridge|Openable Windows|Laundry Service|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine|Balcony|WiFi (Public Areas)|Cot|Beach|Good Rating|Airport Hotel|Luxury Hotel|Terrace (Hotel)|Television|Shower|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Air Conditioning|Cable TV|Satisfactory Rating|Free WiFi (Combined)|Free WiFi (Rooms)|Concierge|Safe (Rooms)
130772,Room Service|Luxury Hotel|Television|Business Hotel|Shower|Openable Windows|3 Star|Electric Kettle|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Free WiFi (Combined)|Restaurant|Free WiFi (Rooms)|Non-Smoking Rooms|Concierge|Safe (Rooms)|Cot|Beach|From 3 Stars|Good Rating|Telephone|Hotel|Reception (24/7)|Air Conditioning|Cable TV|Hotel Bar|Satisfactory Rating|From 2 Stars|Desk|WiFi (Public Areas)|Family Friendly
4085162,Airport Hotel|Towels|Television|Shower|Openable Windows|Electric Kettle|Fan|Computer with Internet|Fridge|Lift|Airport Shuttle|Ironing Board|Express Check-In / Check-Out|House / Apartment|Self Catering|Non-Smoking Rooms|Microwave|Air Conditioning|Cable TV|WiFi (Public Areas)|Laundry Service
5944156,House / Apartment
130771,Business Centre|Family Friendly|Gay-friendly|From 2 Stars|Desk|Laundry Service|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Air Conditioning|Hypoallergenic Rooms|Cable TV|Sun Umbrellas|Hotel Bar|Satisfactory Rating|Free WiFi (Combined)|Eco-Friendly hotel|Conference Rooms|3 Star|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Safe (Rooms)|Room Service|Luxury Hotel|Towels|Television|Business Hotel|Shower|Cot|Hairdryer|Beach|From 3 Stars|Convention Hotel|Good Rating|Flatscreen TV|Singles|Computer with Internet|Airport Shuttle|Restaurant|WiFi (Public Areas)|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Central Heating
2861500,Laundry Service|Reception (24/7)|Air Conditioning|Pool Table|Satisfactory Rating|Hostel|Free WiFi (Combined)|Porter|Bike Rental|Free WiFi (Rooms)|Airport Hotel|Terrace (Hotel)|Business Hotel|Beach|Singles|Computer with Internet|WiFi (Public Areas)|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine
3148916,Business Centre|Family Friendly|From 2 Stars|Convenience Store|Desk|Laundry Service|Radio|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Air Conditioning|Cable TV|Swimming Pool (Bar)|Hotel Bar|Bathtub|Satisfactory Rating|Free WiFi (Combined)|Romantic|Conference Rooms|Sauna|Cosmetic Mirror|3 Star|Electric Kettle|Accessible Hotel|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Concierge|Safe (Rooms)|Room Service|Luxury Hotel|Towels|Television|Business Hotel|Shower|Microwave|Swimming Pool (Outdoor)|Cot|Gym|Hairdryer|Beach|Beauty Salon|From 3 Stars|Good Rating|Fan|Jacuzzi (Hotel)|Flatscreen TV|Honeymoon|Singles|Hairdresser|Computer with Internet|Airport Shuttle|Restaurant|Satellite TV|Openable Windows|Express Check-In / Check-Out|Car Park|Balcony|WiFi (Public Areas)|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Washing Machine|Lift|Central Heating
5450846,Hotel|Satisfactory Rating|Free WiFi (Combined)|Free WiFi (Rooms)|Luxury Hotel|Very Good Rating|Business Hotel|Beach|Good Rating|Honeymoon|Singles|WiFi (Rooms)|Swimming Pool (Combined Filter)
5485084,Business Centre|Deck Chairs|Family Friendly|From 2 Stars|Desk|Laundry Service|Radio|From 4 Stars|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Sun Umbrellas|Hotel Bar|Satisfactory Rating|Ironing Board|Free WiFi (Combined)|Conference Rooms|Cosmetic Mirror|3 Star|Porter|Bike Rental|Non-Smoking Rooms|Concierge|Safe (Rooms)|Room Service|Luxury Hotel|Very Good Rating|Television|Business Hotel|Shower|Gym|Hairdryer|Beach|From 3 Stars|Good Rating|Flatscreen TV|Large Groups|Singles|Computer with Internet|Pet Friendly|Solarium|Restaurant|Openable Windows|Car Park|Excellent Rating|WiFi (Public Areas)|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)
829671,Deck Chairs|WiFi (Public Areas)|Radio|Family Friendly|Room Service (24/7)|Sauna|Cosmetic Mirror|Business Centre|Free WiFi (Combined)|Tennis Court|Porter|Tennis Court (Indoor)|Laundry Service|From 2 Stars|3 Star|Free WiFi (Rooms)|Desk|Non-Smoking Rooms|Concierge|Safe (Rooms)|Fitness|Airport Hotel|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Shower|Large Groups|Computer with Internet|Volleyball|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Swimming Pool (Outdoor)|Gym|Hairdryer|Beach|From 3 Stars|Good Rating|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Hotel Bar|Bathtub|Satisfactory Rating|Restaurant|Openable Windows|Sailing
2329290,WiFi (Public Areas)|Radio|Car Park|Sitting Area (Rooms)|Room Service|Luxury Hotel|Television|Shower|WiFi (Rooms)|Lift|Hairdryer|Good Rating|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Satisfactory Rating|Restaurant|Openable Windows
6452448,WiFi (Public Areas)|Senior Travellers|Car Park|Free WiFi (Combined)|Porter|Laundry Service|From 2 Stars|3 Star|Free WiFi (Rooms)|Desk|Non-Smoking Rooms|Safe (Rooms)|Room Service|Luxury Hotel|Very Good Rating|Television|Business Hotel|Shower|Flatscreen TV|Honeymoon|Singles|Computer with Internet|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Hairdryer|Accessible Parking|From 3 Stars|Good Rating|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Satisfactory Rating|Satellite TV|Openable Windows
7341706,House / Apartment|Very Good Rating|Beach|Good Rating|Satisfactory Rating
601826,Car Park|WiFi (Public Areas)|From 2 Stars|Room Service (24/7)|Restaurant|Desk|Laundry Service|3 Star|Business Centre|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Hotel Bar|Satisfactory Rating|Room Service|Luxury Hotel|Television|Business Hotel|Shower|Computer with Internet|Volleyball|WiFi (Rooms)|Lift|Porter|Non-Smoking Rooms|Beach|From 3 Stars|Good Rating
6545690,Excellent Rating|Satisfactory Rating|Luxury Hotel|Very Good Rating|Hostel|Good Rating
962597,Hostel|Self Catering|Laundry Service|Openable Windows|Air Conditioning|Satisfactory Rating|Beach|Singles|Central Heating
3948370,Ironing Board|Free WiFi (Combined)|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Fitness|Laundry Service|WiFi (Public Areas)|Sauna|Room Service|Luxury Hotel|Terrace (Hotel)|Towels|Very Good Rating|Television|Shower|Restaurant|Openable Windows|Car Park|Deck Chairs|Telephone|Hotel|Air Conditioning|Cable TV|Massage|Sitting Area (Rooms)|Desk|Satisfactory Rating|Microwave|Swimming Pool (Outdoor)|Gym|Beach|Good Rating|Flatscreen TV|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Washing Machine|Lift
5128876,3 Star|Luxury Hotel|Very Good Rating|Car Park|Hotel|Satisfactory Rating|Good Rating|Pet Friendly|Swimming Pool (Combined Filter)
2201372,Sailing|Openable Windows|Surfing|Airport Shuttle|Beach|Good Rating|Hiking Trail|Terrace (Hotel)|Very Good Rating|Gay-friendly|Excellent Rating|Shower|Fan|Singles|Laundry Service|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine|Balcony|WiFi (Public Areas)|Free WiFi (Combined)|Boat Rental|Bike Rental|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Concierge|Reception (24/7)|Satisfactory Rating
4342016,From 4 Stars|Openable Windows|Swimming Pool (Outdoor)|Cot|Gym|Conference Rooms|Cosmetic Mirror|Hairdryer|Beach|From 3 Stars|Convention Hotel|Good Rating|Room Service|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Television|From 2 Stars|Sitting Area (Rooms)|Business Hotel|Excellent Rating|Business Centre|Shower|Swimming Pool (Indoor)|Sauna|Flatscreen TV|Large Groups|Singles|Laundry Service|Desk|WiFi (Rooms)|Deck Chairs|Family Friendly|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift|Restaurant|WiFi (Public Areas)|Ironing Board|Free WiFi (Combined)|Romantic|Accessible Hotel|Porter|Free WiFi (Rooms)|Non-Smoking Rooms|Concierge|Safe (Rooms)|Fitness|Telephone|Hotel|Reception (24/7)|Air Conditioning|Swimming Pool (Bar)|Sun Umbrellas|Hotel Bar|5 Star|Satisfactory Rating
5659850,4 Star|Swimming Pool (Outdoor)|Cot|Gym|Hairdryer|Beach|Good Rating|Room Service|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Television|Sitting Area (Rooms)|Business Hotel|Excellent Rating|Business Centre|Shower|Sauna|Flatscreen TV|Computer with Internet|Pet Friendly|Laundry Service|Desk|Swimming Pool (Combined Filter)|Room Service (24/7)|Lift|Restaurant|WiFi (Public Areas)|Ironing Board|Free WiFi (Combined)|Free WiFi (Rooms)|Non-Smoking Rooms|Concierge|Safe (Rooms)|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Swimming Pool (Bar)|Hotel Bar|Satisfactory Rating
6110926,Beach|Good Rating|Luxury Hotel|House / Apartment|Satisfactory Rating
8942966,Hotel
2063474,Laundry Service|Restaurant|Surfing|Sailing|Fan|Flatscreen TV|Honeymoon|Large Groups|Singles|Computer with Internet|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Microwave|Swimming Pool (Outdoor)|Beach|Good Rating|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Television|Business Hotel|Shower|Table Tennis|Conference Rooms|Deck Chairs|Family Friendly|Car Park|Openable Windows|Diving|Business Centre|Balcony|WiFi (Public Areas)|Ironing Board|Free WiFi (Combined)|Boat Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Telephone|Hotel|Air Conditioning|Cable TV|Sun Umbrellas|Hotel Bar|Pool Table|Satisfactory Rating
